Name,Description,Website
Case Western Reserve University,"Case Western Reserve University, positioned at #255 in the QS World University Rankings, is situated in Ohio in the Midwest region. As a private institution located in the heart of a vibrant city, the university sets admission standards with a GMAT score of 613, a GPA of 3, an IELTS score of 7, and a TOEFL score of 90. Offering a diverse array of academic programs across various disciplines, Case Western Reserve University encompasses Accounting, Aerospace and Mechanical Engineering, Anthropology, Art History and Art, Biochemistry, Biology, Chemical Engineering, Chemistry, Civil Engineering, Cognitive Science, Computer Engineering, Computer Science, Dance, Economics, Electrical Engineering, English, Environmental Studies, Finance, French, History, International Business, Mathematics, Mechanical Engineering, Music, Nursing, Nutrition, Physics, Political Science, Psychology, Sociology, Systems Biology, Theater, and Visual Sciences. With its emphasis on academic excellence and the energy of city life, Case Western Reserve University provides students with a dynamic and comprehensive educational experience.",https://case.edu 
University of Virginia,"The University of Virginia, ranked #260 in the QS World University Rankings, is located in the Southeast region in Virginia, in a charming town setting. As a public institution, the university requires a GMAT score of 718, a GPA of 3, an IELTS score of 7, and a TOEFL score of 90 for admissions. The University of Virginia offers a wide array of academic programs across various disciplines, including African-American and African Studies, American Studies, Anthropology, Applied Data Science, Architectural History, Astronomy, Biochemistry, Biology, Chemistry, Civil Engineering, Cognitive Science, Computer Science, Drama, Economics, Electrical Engineering, Environmental Sciences, French, Global Development Studies, History, Italian, Kinesiology, Linguistics, Mechanical Engineering, Neuroscience, Philosophy, Physics, Psychology, Religious Studies, Sociology, Urban and Environmental Planning, and Women, Gender & Sexuality. With a focus on academic excellence and the charm of town life, the University of Virginia provides students with a well-rounded and enriching educational experience.",https://www.virginia.edu 
Vanderbilt University,"Vanderbilt University, ranked #261 in the QS World University Rankings, is located in the Southeast region in Tennessee, nestled in a vibrant city. As a private institution, the university requires a GMAT score of 688, a GPA of 3, an IELTS score of 7, and a TOEFL score of 100 for admissions. Vanderbilt University offers a diverse array of academic programs across various disciplines, including African American and Diaspora Studies, American Studies, Ancient Mediterranean Studies, Anthropology, Art History, Asian Studies, Biochemistry, Biomedical Engineering, Business Analytics, Chemical Engineering, Chemistry, Cinema and Media Arts, Civil Engineering, Computer Science, Data Science, Earth and Environmental Sciences, Economics, Electrical Engineering, English, Environmental Sociology, French, German, History, Human and Organizational Development, International Leadership and Development, Jewish Studies, Latin American Studies, Mathematics, Mechanical Engineering, Medicine, Health, and Society, Neuroscience, Philosophy, Political Science, Psychology, Public Policy Studies, Religious Studies, Sociology, Spanish, and Theatre. With a commitment to academic excellence and the energy of city life, Vanderbilt University provides students with a dynamic and comprehensive educational experience.",https://www.vanderbilt.edu 
University of Colorado at Boulder,"The University of Colorado at Boulder, positioned at #264 in the QS World University Rankings, is located in the scenic Rocky Mountains in Colorado, with a lively city setting. As a public institution, the university requires a GMAT score of 610, a GPA of 3, an IELTS score of 6, and a TOEFL score of 75 for admissions. Offering a diverse range of academic programs across various disciplines, the University of Colorado at Boulder encompasses Aerospace Engineering, Anthropology, Applied Mathematics, Architectural Engineering, Art and Art History, Astrophysical and Planetary Sciences, Biochemistry, Chemical and Biological Engineering, Chemistry, Civil Engineering, Classics, Communication, Computer Science, Ecology and Evolutionary Biology, Economics, Electrical Engineering, English, Environmental Design, Film Studies, French, Geography, Geological Sciences, Germanic and Slavic Languages and Literatures, History, Integrative Physiology, International Affairs, Italian, Japanese, Linguistics, Mathematics, Mechanical Engineering, Molecular, Cellular, and Developmental Biology, Music, Neuroscience, Philosophy, Physics, Political Science, Psychology, Sociology, Spanish, and Theatre and Dance. With its stunning mountainous backdrop and a vibrant city atmosphere, the University of Colorado at Boulder provides students with a dynamic and enriching educational experience.",https://www.colorado.edu 
"University of California, Irvine (UCI)","The University of California, Irvine (UCI), positioned at #268 in the QS World University Rankings, is located in the Far West region in California, set in a suburban environment. As a public institution, the university requires a GMAT score of 624, a GPA of 3, an IELTS score of 7, and a TOEFL score of 80 for admissions. Offering a diverse range of academic programs across various disciplines, UCI encompasses African American Studies, Aerospace Engineering, Anthropology, Art History, Biological Sciences, Business Information Management, Chemical Engineering, Chemistry, Civil Engineering, Cognitive Sciences, Computer Game Science, Computer Science, Criminology, Law, and Society, Dance, Drama, Earth System Science, Economics, Education Sciences, Electrical Engineering, English, Environmental Science, Film and Media Studies, Gender and Sexuality Studies, Global Cultures, History, Informatics, International Studies, Japanese Language and Literature, Literary Journalism, Mathematics, Mechanical Engineering, Music, Nursing Science, Pharmaceutical Sciences, Philosophy, Physics, Political Science, Psychology, Public Health Policy, Social Ecology, Social Science, Sociology, Spanish, Statistics, and Urban Studies. With its suburban charm and comprehensive academic offerings, UCI provides students with a dynamic and enriching educational experience.",https://uci.edu 
North Carolina State University,"North Carolina State University, positioned at #274 in the QS World University Rankings, is located in the Southeast region in North Carolina, within a bustling city environment. As a public institution, the university has admission criteria including a GPA of 3, an IELTS score of 6, a GRE score of 319, a GMAT score of 625, and a TOEFL score of 80. Offering a comprehensive range of academic programs across various disciplines, North Carolina State University encompasses Aerospace Engineering, Agricultural Business Management, Animal Science, Applied Nutrition, Art and Design, Biochemistry, Biological Sciences, Business Administration, Chemical Engineering, Chemistry, Civil Engineering, Communication, Computer Engineering, Computer Science, Construction Engineering and Management, Criminology, Crop and Soil Sciences, Electrical Engineering, Environmental Sciences, Fashion and Textile Management, Fisheries, Wildlife, and Conservation Biology, Food Science, Forestry, Genetics, Graphic Design, History, Horticultural Science, Industrial Design, International Studies, Landscape Architecture, Marine Sciences, Materials Science and Engineering, Mathematics, Mechanical Engineering, Microbiology, Music, Nuclear Engineering, Nutrition Science, Paper Science and Engineering, Physics, Political Science, Psychology, Social Work, Sociology, Sustainable Materials and Technology, and Textile Engineering. With its city vibrancy and diverse academic offerings, North Carolina State University provides students with a dynamic and enriching educational experience.",https://www.ncsu.edu 
University of Miami,"The University of Miami, ranked #278 in the QS World University Rankings, is located in the Southeast region in Florida, set in a vibrant city environment. As a private institution, the university has admission standards including a GMAT score of 550, a GPA of 3, an IELTS score of 6, and a TOEFL score of 80. Offering a diverse array of academic programs across various disciplines, the University of Miami encompasses Accounting, Advertising, Anthropology, Architectural Engineering, Biochemistry and Molecular Biology, Biology, Business Analytics, Chemistry, Communication Studies, Computer Science, Criminology and Criminal Justice, Economics, Electrical Engineering, English, Environmental Science, Finance, French, Geography, Geological Sciences, Health Science, History, Industrial Engineering, International Studies, Jazz Instrumental Performance, Journalism and Media Management, Marine Science, Marketing, Mathematics, Mechanical Engineering, Microbiology and Immunology, Music Engineering, Neuroscience, Nursing, Philosophy, Physics, Political Science, Psychology, Public Relations, Religious Studies, Sociology, Spanish, Sports Medicine, and Theatre Arts. With its city energy and comprehensive academic offerings, the University of Miami provides students with a dynamic and enriching educational experience.",https://welcome.miami.edu 
University of Arizona,"The University of Arizona, ranked #285 in the QS World University Rankings, is situated in the Southwest region in Arizona, within a dynamic city environment. As a public institution, the university requires an IELTS score of 7, a GPA of 3, a GMAT score of 665, and a TOEFL score of 79 for admissions. Offering a diverse range of academic programs across various disciplines, the University of Arizona encompasses Accounting, Advertising, Anthropology, Architectural Engineering, Biochemistry and Molecular Biology, Biology, Business Analytics, Chemistry, Communication Studies, Computer Science, Criminology and Criminal Justice, Economics, Electrical Engineering, English, Environmental Science, Finance, French, Geography, Geological Sciences, Health Science, History, Industrial Engineering, International Business, Journalism, Linguistics, Management Information Systems, Marketing, Mathematics, Mechanical Engineering, Microbiology, Nursing, Philosophy, Physics, Political Science, Psychology, Public Health, Sociology, Spanish, Theater Arts, and Wildlife Conservation. With its city vibrancy and comprehensive academic offerings, the University of Arizona provides students with a dynamic and enriching educational experience.",https://www.arizona.edu 
Georgetown University,"Georgetown University, situated in Washington, D.C., and ranked #297 in the QS World University Rankings, is a prestigious private institution in the Mid-Atlantic region. Admissions to Georgetown University require a GMAT score of 650, a GPA of 3, an IELTS score of 7, and a TOEFL score of 100. The university offers a wide array of academic programs across various disciplines, including Accounting, African American Studies, American Musical Culture, Anthropology, Arabic, Art and Art History, Asian Studies, Biochemistry, Biological Physics, Biology, Business Administration, Chemistry, Chinese, Classical Studies, Cognitive Science, Computer Science, Economics, English, Environmental Biology, Film and Media Studies, Finance, French, German, Government, History, Human Science, International Economics, Italian, Japanese, Jewish Civilization, Justice and Peace Studies, Korean, Latin, Linguistics, Management, Marketing, Mathematics, Microbiology and Immunology, Music, Neurobiology, Nursing, Philosophy, Physics, Political Economy, Portuguese, Psychology, Sociology, Spanish, Theater and Performance Studies, Theology, and Women’s and Gender Studies. With its prime location in the nation's capital and a comprehensive range of academic offerings, Georgetown University provides students with a rich and intellectually stimulating educational experience.",https://www.georgetown.edu 
"Rutgers University, New Brunswick","Rutgers University, New Brunswick, positioned at #299 in the QS World University Rankings, is located in the Northeast region in New Jersey, within a bustling city environment. The university requires an IELTS score of 7 and a TOEFL score of 213 for admissions. As a public institution, Rutgers offers a diverse array of academic programs across various disciplines, including Accounting, Africana Studies, Anthropology, Applied Mathematics, Art History, Biochemistry, Biological Sciences, Biomedical Engineering, Business Analytics and Information Technology, Cell Biology and Neuroscience, Chemistry, Civil and Environmental Engineering, Communication, Computer Engineering, Computer Science, Criminal Justice, Economics, Electrical Engineering, English, Environmental Planning and Design, Finance, French, Genetics, Geography, Geological Sciences, History, Industrial and Systems Engineering, and many more. With its city vibrancy and comprehensive academic offerings, Rutgers University provides students with a dynamic and enriching educational experience.",https://newbrunswick.rutgers.edu 
Virginia Polytechnic Institute and State University,"Virginia Polytechnic Institute and State University, ranked #302 in the QS World University Rankings, is situated in the Southeast region in Virginia, within a bustling city environment. The university sets admission standards requiring a GMAT score of 600, a GPA of 3, an IELTS score of 6, and a TOEFL score of 80. As a public institution, Virginia Tech offers a diverse range of academic programs across various disciplines, including Accounting, Advertising, Africana Studies, Agricultural and Food Systems, American Studies, Animal Science, Anthropology, Applied Mathematics, Art History, Astrophysics, Biochemistry, Biological Sciences, Biomedical Engineering, Business Analytics and Information Technology, Cell Biology and Neuroscience, Chemistry, Civil and Environmental Engineering, Classics, Communication, Computer Engineering, Computer Science, Criminology and Criminal Justice, Dance, Economics, Electrical Engineering, English, Environmental Planning and Design, Exercise Science and Sport Studies, Finance, French, Genetics, Geography, Geological Sciences, German, Global Studies, Health Administration, History, Human Resource Management, Industrial and Systems Engineering, Information Technology and Informatics, Italian, Journalism and Media Studies, Latino and Hispanic Caribbean Studies, Linguistics, Management, Marine Science, Marketing, Materials Science and Engineering, Mathematics, Mechanical Engineering, Meteorology, Microbiology and Immunology, Middle Eastern Studies, Music, Music Education, Music Engineering, Neuroscience, Nutritional Sciences, Pharmacy, Philosophy, Physics, Plant Science, Political Science, Portuguese, Psychology, Public Health, Public Relations, Religious Studies, Russian, Social Work, Sociology, Spanish, Sports Medicine, Statistics, Supply Chain Management, Theater Arts, Urban Planning and Design, and Women's and Gender Studies. With its city vibrancy and comprehensive academic offerings, Virginia Tech provides students with a dynamic and enriching educational experience.",https://www.vt.edu 
University of Notre Dame,"The University of Notre Dame, located in the peaceful suburbs of Indiana and ranked #304 in the QS World University Rankings, is a private institution with admission requirements including an IELTS score of 7, a GPA of 3, a GMAT score of 690, and a TOEFL score of 80. Offering a diverse range of academic programs across various disciplines, Notre Dame encompasses Accounting, Aerospace Engineering, American Studies, Anthropology, Applied and Computational Mathematics and Statistics, Arabic, Art History, Biochemistry, Biological Sciences, Business Analytics, Chemical Engineering, Chemistry, Civil Engineering, Classics, Cognitive Science, Computer Science, Economics, Electrical Engineering, English, Environmental Science, Film, Television, and Theatre, Finance, French and Francophone Studies, Gender Studies, German, Global Affairs, History, Industrial Design, Information Technology Management, Irish Language and Literature, Italian, Marketing, Mathematics, Mechanical Engineering, Medieval Studies, Neuroscience and Behavior, Philosophy, Physics, Political Science, Psychology, Sociology, Spanish, and Theology. With its tranquil suburban setting and comprehensive academic offerings, the University of Notre Dame provides students with a well-rounded and enriching educational experience.",https://www.nd.edu 
Indiana University Bloomington,"Indiana University Bloomington, located in the vibrant city of Indiana and ranked #313 in the QS World University Rankings, is a public institution with admission standards including a GMAT score of 664, a GPA of 3, an IELTS score of 6, and a TOEFL score of 79. The university offers a diverse range of academic programs across various disciplines, including Accounting, African American and African Diaspora Studies, Anthropology, Applied Mathematics, Art History, Biochemistry, Biology, Business Analytics, Chemistry, Communication and Culture, Computer Science, Criminal Justice, Economics, Electrical Engineering, English, Environmental Science, Finance, French, Geography, Geological Sciences, Health Sciences, History, Informatics, International Studies, Journalism, Marketing, Mathematics, Mechanical Engineering, Microbiology, Music, Neuroscience, Nursing, Philosophy, Physics, Political Science, Psychology, Public Relations, Religious Studies, Sociology, Spanish, and Theatre and Drama. With its dynamic city atmosphere and comprehensive academic offerings, Indiana University Bloomington provides students with an engaging and diverse educational experience.",https://bloomington.iu.edu
"University of Illinois, Chicago (UIC)","The University of Illinois, Chicago (UIC), situated in the vibrant city of Illinois and ranked #323 in the QS World University Rankings, is a public institution with admission requirements including a GMAT score of 500, a GPA of 3, an IELTS score of 6, and a TOEFL score of 80. UIC offers a diverse array of academic programs across various disciplines, including Accounting, Actuarial Science, Anthropology, Architecture, Biochemistry, Biological Sciences, Biomedical Visualization, Business Analytics, Chemistry, Communication, Computer Engineering, Computer Science, Criminology, Design, Economics, Electrical Engineering, English, Environmental Science, Finance, Gender and Women's Studies, Geography, History, Industrial Design, Information and Decision Sciences, Journalism, Kinesiology, Marketing, Mathematics, Mechanical Engineering, Neuroscience, Nursing, Philosophy, Physics, Political Science, Psychology, Public Health, Sociology, Spanish, and Urban and Public Affairs. With its dynamic city environment and comprehensive academic offerings, UIC provides students with an enriching and culturally diverse educational experience.",https://www.uic.edu 
"University of California, Santa Cruz (UCSC)","The University of California, Santa Cruz (UCSC), located on the beautiful coast of California and ranked #332 in the QS World University Rankings, is a public institution with admission criteria including a GMAT score of 600, a GPA of 3, an IELTS score of 6, and a TOEFL score of 80. UCSC offers a diverse range of academic programs in various disciplines, such as Astronomy and Astrophysics, Biochemistry and Molecular Biology, Biomolecular Engineering, Business Management Economics, Chemistry, Classical Studies, Cognitive Science, Community Studies, Computer Engineering, Computer Game Design, Computer Science, Earth Sciences, Ecology and Evolutionary Biology, Economics, Electrical Engineering, Environmental Studies, Film and Digital Media, Global Information and Social Enterprise, History of Art and Visual Culture, Human Biology, Latin American and Latino Studies, Linguistics, Marine Biology, Mathematics, Molecular, Cell, and Developmental Biology, Music, Physics, Politics, Psychology, Robotics Engineering, Sociology, Spanish Studies, Technology and Information Management, and Theater Arts. With its stunning coastal location and comprehensive academic offerings, UCSC provides students with a unique and enriching educational experience.",https://www.ucsc.edu 
George Washington University,"George Washington University, located in the heart of Washington, D.C., and ranked #340 in the QS World University Rankings, is a private institution with admission criteria including an IELTS score of 6, a GPA of 3, a GMAT score of 591, and a TOEFL score of 80. The university offers a diverse array of academic programs across various disciplines, such as Accounting, American Studies, Anthropology, Applied Mathematics, Art History, Biochemistry, Biological Sciences, Biomedical Engineering, Business Analytics, Chemistry, Chinese Language and Literature, Civil Engineering, Classical Studies, Communication, Computer Science, Criminal Justice, Economics, Electrical Engineering, English, Environmental Science, Exercise Science, Finance, French, Geography, Geological Sciences, Global Health, History, Information Systems and Technology Management, International Affairs, Japanese, Journalism and Mass Communication, Mechanical Engineering, Microbiology, Music, Neuroscience, Organizational Sciences, Philosophy, Physics, Political Science, Psychology, Public Health, Sociology, Spanish, Theatre, and Women's, Gender, and Sexuality Studies. With its prime location and comprehensive academic offerings, George Washington University provides students with a dynamic and culturally rich educational experience.",https://www.gwu.edu 
Yeshiva University,"Yeshiva University, nestled in the vibrant city of New York and holding the #369 position in the QS World University Rankings, is a private institution with an admission requirement of a GPA of 3 and a TOEFL score of 82. The university offers a diverse range of academic programs across various disciplines, including Accounting, Advertising, Anthropology, Biochemistry, Biology, Business Analytics, Chemistry, Communication Studies, Computer Science, Economics, Electrical Engineering, English, Environmental Science, Finance, French, History, Industrial Engineering, International Studies, Journalism and Media Management, Marketing, Mathematics, Mechanical Engineering, Microbiology and Immunology, Music Engineering, Neuroscience, Nursing, Philosophy, Physics, Political Science, Psychology, Public Relations, Religious Studies, Sociology, Spanish, and Theatre Arts. With its central location in the bustling metropolis and comprehensive academic offerings, Yeshiva University provides students with an enriching and culturally diverse educational experience.",https://www.yu.edu 
Northeastern University,"Northeastern University, a distinguished private institution situated in the vibrant city of Boston, has earned the #375 spot in the QS World University Rankings. With admission standards set at a GMAT score of 629, a GPA of 3, IELTS 7, and TOEFL 100, Northeastern offers a broad spectrum of academic programs. Students can explore diverse fields such as Accounting, Advertising, Anthropology, Architectural Engineering, Biochemistry and Molecular Biology, Biology, Business Analytics, Chemistry, Communication Studies, Computer Science, Criminology and Criminal Justice, Economics, Electrical Engineering, English, Environmental Science, Finance, French, Geography, Geological Sciences, Health Science, History, Industrial Engineering, International Studies, Journalism and Media Management, Marine Science, Marketing, Mathematics, Mechanical Engineering, Microbiology and Immunology, Music Engineering, Neuroscience, Nursing, Philosophy, Physics, Political Science, Psychology, Public Relations, Religious Studies, Sociology, Spanish, Sports Medicine, and Theatre Arts. With a prime location in the heart of Boston, Northeastern University offers students a dynamic and academically enriching environment.",https://www.northeastern.edu 
Tufts University,"Tufts University, nestled in the suburban tranquility of Massachusetts, secures its position at #379 in the QS World University Rankings, boasting a GMAT score requirement of 640, a GPA of 3, IELTS 6, and TOEFL 90. This private institution offers a diverse array of academic programs, including Accounting, Africana Studies, American Studies, Anthropology, Applied Environmental Studies, Architectural Studies, Art History, Astrophysics, Biochemistry, Biology, Biomedical Engineering, Child Study and Human Development, Civil Engineering, Classical Studies, Community Health, Computer Science, Data Science, Drama and Dance, Economics, Electrical Engineering, Engineering Psychology, English, Environmental Engineering, Environmental Studies, Film and Media Studies, Finance, French, Geology, German Studies, History, International Relations, Japanese, Judaic Studies, Linguistics, Mathematics, Mechanical Engineering, Music, Neuroscience, Philosophy, Physics, Political Science, Psychology, Sociology, Spanish, and Urban Studies. With its picturesque campus and commitment to academic excellence, Tufts University provides students with a vibrant and intellectually stimulating learning environment.",https://www.tufts.edu 
University of Hawaii at Manoa,"Nestled in the serene town of Manoa, Hawaii, the University of Hawai'i at Manoa claims the #386 spot in the QS World University Rankings, with a GMAT requirement of 530, a GPA of 3, IELTS 6, and TOEFL 100. This public institution offers a diverse range of academic programs, including Accounting, Anthropology, Architecture, Astronomy, Biochemistry, Biology, Business Administration, Chemistry, Civil Engineering, Communication, Computer Science, Economics, Electrical Engineering, English, Environmental Science, Finance, Geography, Geology, Hawaiian Studies, History, International Business, Japanese, Linguistics, Marine Biology, Marketing, Mathematics, Mechanical Engineering, Microbiology, Music, Nursing, Oceanography, Philosophy, Physics, Political Science, Psychology, Public Health, Sociology, Theater, Tropical Plant and Soil Sciences, and Women's Studies. Surrounded by the beauty of Hawaii, the university provides students with a unique blend of academic excellence and a vibrant cultural experience.",https://manoa.hawaii.edu 
Stony Brook University,"Situated in the northeastern United States, Stony Brook University holds the #396 spot in the QS World University Rankings, requiring a GRE score of 310, TOEFL 80, IELTS 6, GPA 3, and GMAT 550 for admission. As a public institution located in the suburban setting of New York, Stony Brook offers a wide range of academic disciplines, including Accounting, Africana Studies, Applied Mathematics and Statistics, Art History, Biochemistry and Cell Biology, Biology, Biomedical Engineering, Business Management, Chemistry, Civil Engineering, Computer Science, Economics, Electrical Engineering, English, Environmental Studies, Finance, French, Geosciences, Health Science, History, Industrial Engineering, International Studies, Japanese Studies, Linguistics, Marine Science, Marketing, Mathematics, Mechanical Engineering, Microbiology and Immunology, Music, Nursing, Philosophy, Physics, Political Science, Psychology, Sociology, Spanish, and Theatre Arts. With its diverse academic offerings and suburban environment, Stony Brook provides students with a well-rounded educational experience.",https://www.stonybrook.edu 
Iowa State University,"Iowa State University, located in the bustling city of Ames and holding the #400 position in the QS World University Rankings, requires a GMAT score of 515, GRE 290, GPA 3, IELTS 6, and TOEFL 79 for admission. As a public institution in the Midwest, Iowa State University offers a diverse array of academic programs, including Accounting, Advertising, Aerospace Engineering, Agricultural Business, Agricultural Studies, Animal Science, Anthropology, Architecture, Art and Design, Biochemistry, Biology, Business Analytics, Chemical Engineering, Chemistry, Civil Engineering, Communication Studies, Computer Engineering, Computer Science, Construction Engineering, Criminal Justice, Culinary Food Science, Dietetics, Economics, Electrical Engineering, English, Environmental Science, Finance, Food Science, French, Genetics, Geography, Geological Sciences, Graphic Design, History, Industrial Design, Industrial Engineering, Interior Design, Journalism and Mass Communication, Kinesiology, Linguistics, Management, Marketing, Materials Engineering, Mathematics, Mechanical Engineering, Microbiology, Music, Nutritional Science, Philosophy, Physics, Political Science, Psychology, Public Relations, Religious Studies, Sociology, Spanish, Sports Medicine, Statistics, Supply Chain Management, and Theatre Arts. With its vibrant city setting and comprehensive academic offerings, Iowa State University provides students with a dynamic learning environment.",https://www.iastate.edu 
"University of California, Riverside (UCR)","The University of California, Riverside (UCR), nestled in the vibrant city of Riverside and holding the #404 position in the QS World University Rankings, requires a GMAT score of 594, GRE 329, GPA 3, IELTS 6, and TOEFL 80 for admission. As a public institution in the Far West region, UCR offers an extensive range of academic programs, including Accounting, Aerospace Engineering, African American Studies, Anthropology, Biochemistry, Bioengineering, Biology, Business Administration, Chemical Engineering, Chemistry, Chinese Studies, Cognitive Science, Computer Engineering, Computer Science, Creative Writing, Dance, Earth Sciences, Economics, Electrical Engineering, English, Environmental Science, Film and Visual Culture, Finance, French, Genetics, Geography, Global Studies, History, International Relations, Japanese, Linguistics, Mathematics, Mechanical Engineering, Media and Cultural Studies, Microbiology, Music, Neuroscience, Philosophy, Physics, Political Science, Psychology, Sociology, Spanish, Statistics, and Theatre. With its diverse academic offerings and prime city location, UCR provides students with a stimulating and enriching educational experience.",https://www.ucr.edu 
Colorado State University,"Nestled in the heart of the Rocky Mountains, Colorado State University stands at #409 in the QS World University Rankings, requiring a GMAT score of 500, GPA 3, IELTS 6, and TOEFL 80 for admission. As a public institution in Colorado, it offers a diverse array of academic programs, including Accounting, Agricultural Business, Anthropology, Atmospheric Science, Biochemistry, Biological Science, Business Administration, Chemical and Biological Engineering, Chemistry, Civil Engineering, Communication Studies, Computer Science, Criminology and Criminal Justice, Economics, Electrical Engineering, English, Environmental Health, Finance, Fish, Wildlife, and Conservation Biology, French, Geography, Geology, Health and Exercise Science, History, Human Development and Family Studies, Industrial Engineering, International Studies, Journalism and Media Communication, Marketing, Mathematics, Mechanical Engineering, Microbiology, Music, Natural Resource Management, Neuroscience, Philosophy, Physics, Political Science, Psychology, Sociology, Spanish, and Theatre. With its picturesque location and diverse academic offerings, Colorado State University provides students with a rich and engaging learning environment.",https://www.colostate.edu 
University of Kansas,"The University of Kansas, ranked 410th in the QS World University Rankings, is located in Lawrence, Kansas, within the Midwest region of the United States. Operating as a public institution, the University of Kansas offers a diverse array of academic programs across various disciplines. In a setting with a degree of urbanization classified as Lawrence, students engage in a comprehensive educational experience, pursuing degrees in Aerospace Engineering, African Studies, American Studies, Anthropology, Applied Mathematics, Art History, Biochemistry, Biological Sciences, Business, Chemical Engineering, Chemistry, Classical Languages, Communication Studies, Computer Engineering, Computer Science, Dance, East Asian Languages and Cultures, Ecology and Evolutionary Biology, Economics, Educational Leadership and Policy Studies, Electrical Engineering, English, Environmental Studies, Film and Media Studies, Finance, French, Geography, Geology, Germanic Languages and Literatures, Health and Physical Education, History, Human Biology, Indigenous Studies, Information Technology, Journalism, Latin American Studies, Law, Linguistics, Management and Leadership, Marketing, Mathematics, Mechanical Engineering, Medical Laboratory Science, Microbiology, Music, Music Therapy, Nursing, Petroleum Engineering, Pharmacy, Philosophy, Physics, Political Science, Psychology, Public Affairs and Administration, Religious Studies, Russian and East European Studies, Social Work, Sociology, Spanish, Speech-Language Pathology, Strategic Communications, Theatre, Visual Art, and Women's Studies. The degree of urbanization in Lawrence provides students with an environment that blends academic pursuits with a vibrant and culturally rich community.",https://www.ku.edu/
Washington State University,"Washington State University, situated in Pullman, Washington, holds the #419 position in the QS World University Rankings. This public university in a town setting in the Western U.S. requires a GMAT score of 600, GRE 315, a minimum GPA of 2, and English proficiency scores of IELTS 6 or TOEFL 79 for admissions. It offers a diverse array of academic programs, ranging from Accounting, various sciences (like Animal Sciences, Biochemistry, Biological Sciences), several engineering disciplines (including Chemical, Civil, Computer, Electrical, Mechanical), Business Administration, Communication, Education, Environmental Science, to specialized fields like Viticulture and Enology, and Veterinary Medicine. The university's broad curriculum caters to a wide array of academic and professional interests, equipping students with both foundational knowledge and specialized skills in their chosen fields.",https://wsu.edu/
University of Utah,"The University of Utah, ranking #441 in the QS World University Rankings, is a public university located in Salt Lake City, Utah, in the Western United States. It offers a comprehensive range of academic programs in a city setting. For admissions, the university requires a GMAT score of 600, GRE 307, a GPA of at least 3, and English proficiency scores of IELTS 6 or TOEFL 80. The university's diverse curriculum includes programs in Accounting, various sciences (like Biochemistry, Biology, Biomedical Engineering), several engineering disciplines (such as Chemical, Civil, Computer, Electrical, Environmental), Business Administration, Communication, Education, and the arts (like Art, Art History, Ballet, Dance, Film and Media Arts, Music, Theatre). It also offers specialized programs in fields like Atmospheric Sciences, Criminology, Data Science, Ethnic Studies, Geological Engineering, Health, Society and Policy, Information Systems, Kinesiology, Linguistics, Medical Laboratory Science, Metallurgical Engineering, Mining Engineering, Modern Dance, Nursing, Nutrition, Occupational Therapy, Parks, Recreation and Tourism, Religious Studies, Urban Ecology, and World Languages and Cultures. This breadth ensures a wide range of educational and professional pathways for students.",https://www.utah.edu/
University of Connecticut,"The University of Connecticut, positioned at #444 in the QS World University Rankings, is a public university located in Storrs, Connecticut, in a rural setting in the Northeast U.S. For admission, it requires TOEFL 79, IELTS 6, a minimum GPA of 3, GRE 307, and a GMAT score of 620. The university offers an extensive array of academic programs, encompassing fields such as Accounting, Allied Health Sciences, American Studies, Actuarial Science, and Animal Science. Its comprehensive curriculum includes various sciences (like Biological Sciences, Biomedical Engineering, Chemistry), engineering disciplines (such as Chemical, Civil, Computer, Electrical, Environmental, Materials Science, and Mechanical Engineering), Business Administration, Communication, Computer Science, Education, Environmental Studies, and diverse arts programs (including Art, Art History, Dramatic Arts, Music, Theatre). Specialized programs include areas like Digital Media and Design, Ecology and Evolutionary Biology, Exercise Science, Health Care Management, Horticulture, Human Development and Family Sciences, Journalism, Kinesiology, Landscape Architecture, Marine Sciences, Nutritional Sciences, Pharmacy, Physiology and Neurobiology, Real Estate and Urban Economic Studies, Sustainable Plant and Soil Systems, and Women's, Gender, and Sexuality Studies, providing students with a broad spectrum of educational and professional opportunities.",https://uconn.edu/
"University of Tennessee, Knoxville","The University of Tennessee, Knoxville, a public university located in the city of Knoxville in the Southern U.S., offers a diverse range of academic programs. It encompasses fields like Accounting, various engineering disciplines (Aerospace, Agricultural, Biomedical, Chemical, Civil, Electrical, Environmental, Industrial, Materials Science, Mechanical), Agricultural Sciences and Natural Resources, Animal Science, Art and Art History, Business Analytics, Communication Studies, Computer Science, Education, Environmental Studies, and Health Sciences (including Audiology and Speech Pathology, Nursing, Nutrition, Public Health). The university also offers specialized programs in areas like Classics, Dance, Food Science, Forestry, Geography, Geology, Graphic Design, Hospitality and Tourism Management, Human Resource Management, Information Management, Interior Design, Journalism and Electronic Media, Law, Linguistics, Music, Philosophy, Plant Sciences, Psychology, Recreation and Sport Management, Religious Studies, Social Work, Theatre, Urban Studies, Veterinary Medicine, and Wildlife and Fisheries Science. This wide array of programs caters to a broad spectrum of academic interests and career aspirations.",https://www.utk.edu/
